ax2,ay2,az2,gx2,gy2,gz2,mx2,my2,mz2,p2
0.01,-0.04,-0.12,0.0011,0.0011,-0.0011,-19.25,10.0,8.0625,435.7505063317203
0.0,-0.03,-0.11,0.0011,0.0022,-0.0011,-19.25,10.0,8.0625,435.89423569512314
0.01,-0.04,-0.13,0.0011,0.0011,-0.0011,-18.875,10.0,8.75,435.610840314152
-0.01,-0.01,-0.13,0.0,-0.0033,0.0011,-18.875,10.0,8.75,435.6745723544063
0.0,-0.05,-0.1,0.0022,0.0,0.0,-18.875,10.0,8.75,435.7233783117286
0.0,-0.05,-0.11,-0.0011,0.0011,0.0,-18.875,10.0,8.75,435.8454202506997
0.02,-0.05,-0.11,0.0022,-0.0033,0.0,-19.6875,10.75,8.375,435.84677406257424
0.0,-0.07,-0.14,0.0,-0.0022,-0.0022,-19.6875,10.75,8.375,435.6352431130849
-0.01,-0.04,-0.13,0.0022,-0.0022,-0.0011,-19.6875,10.75,8.375,435.79253494383335
0.0,-0.01,-0.13,0.0011,-0.0011,-0.0011,-18.875,10.75,9.1875,435.8508441775511
0.03,-0.02,-0.13,-0.0011,0.0033,0.0022,-18.875,10.75,9.1875,435.86983228317166
0.03,-0.04,-0.15,-0.0022,0.0,0.0011,-18.875,10.75,9.1875,435.7477900552305
0.0,-0.05,-0.13,0.0022,0.0011,0.0,-18.875,10.75,9.1875,435.830502296989
-0.02,-0.04,-0.14,0.0011,-0.0033,0.0011,-19.6875,10.375,10.75,435.63253554505997
0.0,-0.01,-0.14,0.0,0.0022,0.0011,-19.6875,10.375,10.75,435.56202621151795
0.01,-0.02,-0.13,0.0,0.0,0.0,-19.6875,10.375,10.75,435.8399963266965
0.0,-0.02,-0.14,-0.0011,0.0,0.0,-19.25,9.5625,10.0,435.77490946123436
0.0,-0.06,-0.12,0.0,-0.0022,0.0,-19.25,9.5625,10.0,435.5457548953357
0.0,-0.06,-0.13,-0.0033,0.0022,0.0,-19.25,9.5625,10.0,435.6555846083996
0.02,-0.02,-0.11,0.0011,0.0011,0.0011,-19.25,9.5625,10.0,435.7288108525629
-0.01,-0.02,-0.12,0.0022,0.0022,0.0,-18.5625,10.0,10.0,435.94169754617053
0.0,-0.05,-0.13,0.0022,0.0011,0.0011,-18.5625,10.0,10.0,435.7681317726001
-0.01,-0.05,-0.1,-0.0011,0.0022,0.0011,-18.5625,10.0,10.0,435.6840575623758
0.03,-0.03,-0.11,-0.0022,0.0055,-0.0011,-19.25,11.0625,9.5625,435.64609074851063
0.03,-0.03,-0.11,0.0,0.0033,0.0,-19.25,11.0625,9.5625,435.78440343974836
-0.01,-0.03,-0.11,0.0011,-0.0033,0.0011,-19.25,11.0625,9.5625,435.86983228317166
-0.03,-0.03,-0.12,0.0022,0.0,0.0,-19.25,11.0625,9.5625,435.888811745442
0.03,-0.03,-0.12,-0.0011,0.0033,0.0011,-19.6875,10.75,10.375,435.7410123844232
0.02,-0.02,-0.12,-0.0011,0.0044,0.0011,-19.6875,10.75,10.375,435.7477900552305
0.0,-0.05,-0.11,0.0022,0.0,0.0011,-19.6875,10.75,10.375,435.77626326385104
-0.01,-0.05,-0.11,0.0,-0.0022,-0.0011,-19.6875,10.75,9.5625,435.76676929283377
0.02,-0.01,-0.13,0.0,-0.0022,0.0011,-19.6875,10.75,9.5625,435.753213930726
0.0,-0.05,-0.12,0.0011,0.0011,0.0,-19.6875,10.75,9.5625,435.75186013113466
0.01,-0.03,-0.12,0.0011,0.0011,0.0,-18.5625,10.0,8.75,435.888811745442
0.0,-0.07,-0.12,-0.0011,0.0,0.0,-18.5625,10.0,8.75,435.79795884286705
0.01,-0.02,-0.11,-0.0022,-0.0011,0.0011,-18.5625,10.0,8.75,435.71117680073536
0.03,-0.03,-0.14,-0.0011,0.0011,0.0,-19.6875,10.75,10.0,435.7342260398851
-0.01,-0.03,-0.16,0.0011,0.0,-0.0033,-19.6875,10.75,10.0,435.75728400877
-0.01,-0.07,-0.12,0.0011,-0.0011,0.0011,-19.6875,10.75,10.0,435.78168715432537
0.02,-0.02,-0.11,0.0,0.0011,0.0,-19.25,10.375,8.375,435.55117866454333
0.0,-0.02,-0.11,0.0,-0.0011,0.0011,-19.25,10.375,8.375,435.6949052491623
0.0,-0.04,-0.12,0.0011,-0.0022,0.0,-19.25,10.375,8.375,435.87661003866197
0.0,-0.04,-0.11,-0.0011,0.0,0.0,-19.6875,10.0,9.25,435.81152294205924
0.0,-0.05,-0.11,0.0022,-0.0044,0.0011,-19.6875,10.0,9.25,435.7586378090698
-0.01,-0.04,-0.12,0.0,-0.0055,0.0011,-19.6875,10.0,9.25,435.8725399135123
0.0,-0.05,-0.13,0.0,-0.0065,0.0,-18.5625,10.75,11.0625,435.7043991540023
0.0,-0.05,-0.12,-0.0011,0.0033,0.0022,-18.5625,10.75,11.0625,435.71253059498457
0.0,-0.04,-0.11,-0.0011,0.0022,0.0,-18.5625,10.75,11.0625,435.78440343974836
0.0,-0.04,-0.13,0.0011,-0.0011,0.0,-19.6875,10.375,9.5625,435.7355885153471
0.0,-0.04,-0.1,0.0,-0.0022,0.0011,-19.6875,10.375,9.5625,435.8183006592196
0.01,-0.05,-0.08,0.0,0.0,0.0,-19.6875,10.375,9.5625,435.8237245718104
0.01,-0.03,-0.14,-0.0011,0.0011,-0.0011,-19.25,10.0,9.5625,435.84270394920094
0.0,-0.04,-0.1,-0.0011,0.0022,0.0,-19.25,10.0,9.5625,435.84677406257424
0.02,-0.03,-0.11,-0.0011,0.0,-0.0022,-19.25,10.0,9.5625,435.8033827447538
0.0,-0.05,-0.13,0.0,-0.0022,0.0,-19.25,10.0,9.5625,435.77490946123436
-0.01,-0.04,-0.09,-0.0022,-0.0011,0.0,-19.6875,10.375,9.25,435.69897530418467
-0.02,-0.05,-0.11,0.0,-0.0011,-0.0011,-19.6875,10.375,9.25,435.6745723544063
-0.01,-0.04,-0.14,0.0011,0.0011,-0.0011,-19.6875,10.375,9.25,435.6962677194297
0.0,-0.04,-0.12,0.0,0.0033,0.0,-18.5625,10.75,10.0,435.7355885153471
0.0,-0.01,-0.13,-0.0011,-0.0022,0.0011,-18.5625,10.75,10.0,435.8779638546341
-0.03,-0.04,-0.12,-0.0011,-0.0022,0.0022,-18.5625,10.75,10.0,435.79795884286705
0.01,-0.04,-0.09,-0.0011,0.0022,0.0,-19.6875,10.375,9.25,435.84270394920094
0.02,-0.02,-0.14,0.0,0.0011,-0.0011,-19.6875,10.375,9.25,435.7288108525629
0.0,-0.03,-0.12,0.0,0.0011,0.0,-19.6875,10.375,9.25,435.8359262159993
0.0,-0.02,-0.12,0.0011,-0.0011,0.0022,-18.875,10.375,9.5625,435.73287224278766
0.0,-0.03,-0.13,0.0,0.0011,-0.0022,-18.875,10.375,9.5625,435.75456773049456
0.0,-0.03,-0.13,0.0011,0.0022,0.0011,-18.875,10.375,9.5625,435.80880664949365
0.01,-0.06,-0.12,0.0011,-0.0022,0.0011,-18.875,10.375,9.5625,435.70982300666816
0.0,-0.04,-0.14,0.0022,-0.0022,-0.0022,-19.25,11.5,9.5625,435.7857572436096
-0.02,-0.04,-0.1,0.0011,-0.0011,0.0011,-19.25,11.5,9.5625,435.861692039828
0.0,-0.04,-0.12,0.0011,-0.0022,0.0033,-19.25,11.5,9.5625,435.7559215304401
0.01,-0.02,-0.1,-0.0011,-0.0022,0.0022,-19.6875,10.75,9.25,435.78304963605933
0.0,-0.04,-0.13,0.0,-0.0044,0.0011,-19.6875,10.75,9.25,435.6962677194297
0.0,-0.04,-0.14,0.0,0.0011,-0.0011,-19.6875,10.75,9.25,435.77220185653226
0.01,-0.05,-0.12,0.0011,0.0,-0.0011,-19.6875,10.75,9.25,435.65829218247507
0.0,-0.05,-0.11,0.0011,0.0,-0.0011,-18.875,10.375,10.375,435.62304170639715
0.0,-0.01,-0.11,0.0011,-0.0011,0.0,-18.875,10.375,10.375,435.78711104765284
0.01,-0.07,-0.1,-0.0011,0.0,-0.0011,-18.875,10.375,10.375,435.78168715432537
0.0,-0.06,-0.09,-0.0022,0.0044,-0.0022,-18.5625,10.75,8.375,435.65016078426476
-0.01,-0.04,-0.12,-0.0022,0.0011,0.0011,-18.5625,10.75,8.375,435.8033827447538
0.01,-0.05,-0.11,0.0011,0.0011,0.0,-18.5625,10.75,8.375,435.7233783117286
0.01,-0.04,-0.1,0.0,0.0011,0.0,-18.5625,10.75,8.375,435.78304963605933
0.01,-0.04,-0.11,0.0,0.0033,0.0011,-19.6875,11.0625,9.25,435.77626326385104
0.0,-0.03,-0.13,0.0,0.0,-0.0011,-19.6875,11.0625,9.25,435.8237245718104
0.0,-0.05,-0.14,0.0,0.0,-0.0011,-19.6875,11.0625,9.25,435.6854200312069
-0.01,-0.05,-0.12,0.0,-0.0011,0.0,-19.6875,11.0625,9.25,435.78711104765284
0.0,-0.04,-0.09,0.0022,-0.0022,0.0011,-18.875,10.375,8.75,435.78711104765284
0.0,-0.03,-0.12,0.0,-0.0011,0.0,-18.875,10.375,8.75,435.7477900552305
0.01,-0.02,-0.15,-0.0011,-0.0011,0.0,-18.875,10.375,8.75,435.6908351957386
0.0,-0.06,-0.13,0.0011,0.0,0.0011,-19.6875,11.5,8.375,435.7355885153471
0.01,-0.05,-0.14,-0.0011,0.0033,0.0,-19.6875,11.5,8.375,435.81152294205924
0.02,-0.06,-0.11,0.0011,-0.0011,0.0,-19.6875,11.5,8.375,435.77626326385104
0.0,-0.02,-0.12,-0.0011,-0.0011,0.0,-19.6875,11.5,8.375,435.76270788925854
0.0,-0.03,-0.1,0.0,-0.0033,-0.0011,-19.25,9.5625,9.5625,435.9145777014382
-0.01,-0.02,-0.1,0.0011,-0.0022,0.0011,-19.25,9.5625,9.5625,435.6691398421472
0.02,-0.04,-0.14,0.0,-0.0011,0.0,-19.25,9.5625,9.5625,435.753213930726
0.0,-0.05,-0.13,-0.0011,0.0022,-0.0011,-19.25,9.5625,9.5625,435.6854200312069
0.0,-0.06,-0.08,0.0,-0.0022,0.0022,-19.25,10.0,8.75,435.6338893289839
0.01,-0.05,-0.17,0.0,0.0033,0.0011,-19.25,10.0,8.75,435.6949052491623
0.0,-0.02,-0.12,0.0,0.0011,-0.0011,-19.25,10.0,8.75,435.72744837799615
0.0,-0.03,-0.11,0.0,0.0011,-0.0011,-18.5625,10.375,8.75,435.6962677194297
0.0,-0.05,-0.11,0.0011,0.0076,-0.0022,-18.5625,10.375,8.75,435.60812407445735
0.0,-0.05,-0.13,0.0,0.0,0.0,-18.5625,10.375,8.75,435.77626326385104
-0.01,-0.03,-0.13,0.0,-0.0022,-0.0011,-18.5625,10.375,8.75,435.6908351957386
0.0,-0.04,-0.1,0.0011,0.0,0.0,-19.25,10.375,8.75,435.8183006592196
0.0,-0.02,-0.12,0.0,0.0033,0.0,-19.25,10.375,8.75,435.70168288965783
0.01,-0.04,-0.14,0.0,0.0033,0.0011,-19.25,10.375,8.75,435.6257492719281
0.0,-0.03,-0.1,-0.0011,-0.0022,0.0011,-19.25,10.375,8.75,435.79118113907685
0.0,-0.05,-0.1,0.0,-0.0033,0.0,-18.875,10.375,8.75,435.83185610690566
0.01,-0.03,-0.14,0.0011,-0.0022,0.0,-18.875,10.375,8.75,435.8264408683064
0.0,-0.03,-0.12,0.0,0.0022,-0.0011,-18.875,10.375,8.75,435.73287224278766
0.0,-0.05,-0.1,0.0011,0.0,0.0011,-18.875,10.375,8.75,435.65016078426476
0.0,-0.04,-0.1,0.0011,0.0,-0.0011,-20.0625,10.375,8.75,435.73965858643544
0.02,-0.03,-0.15,0.0011,0.0,-0.0011,-20.0625,10.375,8.75,435.8033827447538
0.0,-0.03,-0.12,0.0011,-0.0022,-0.0011,-20.0625,10.375,8.75,436.00406912056985
0.02,-0.01,-0.1,0.0011,-0.0033,-0.0011,-18.875,10.0,8.0625,435.69897530418467
0.02,-0.02,-0.12,0.0011,-0.0022,0.0,-18.875,10.0,8.0625,435.7138930675837
0.02,-0.03,-0.15,0.0,0.0011,0.0022,-18.875,10.0,8.0625,435.7342260398851
0.02,-0.04,-0.12,0.0011,-0.0022,0.0011,-18.875,10.0,8.0625,435.86983228317166
0.0,-0.04,-0.1,0.0,0.0,0.0,-19.25,10.75,8.375,435.82914848724937
0.01,-0.06,-0.11,-0.0011,0.0,0.0022,-19.25,10.75,8.375,435.7789795478426
0.01,-0.02,-0.1,0.0022,-0.0033,0.0011,-19.25,10.75,8.375,435.7084692127731
0.0,-0.04,-0.12,0.0011,-0.0011,-0.0011,-19.6875,10.375,9.25,435.8060990358928
0.02,-0.06,-0.13,0.0011,0.0,0.0,-19.6875,10.375,9.25,435.66100843538254
0.01,-0.05,-0.13,-0.0011,0.0011,-0.0022,-19.6875,10.375,9.25,435.73016464912905
0.0,-0.01,-0.09,0.0,0.0,0.0,-19.6875,10.375,9.25,435.8237245718104
0.0,-0.02,-0.11,-0.0011,0.0011,0.0011,-19.6875,10.375,9.5625,435.7152468621871
0.01,-0.05,-0.16,0.0,-0.0011,0.0011,-19.6875,10.375,9.5625,435.76270788925854
0.0,-0.05,-0.12,0.0022,0.0033,-0.0022,-19.6875,10.375,9.5625,435.7776170666448
-0.02,-0.05,-0.1,0.0011,-0.0011,0.0011,-19.25,10.375,8.75,435.7288108525629
0.01,-0.06,-0.13,-0.0011,0.0011,0.0,-19.25,10.375,8.75,435.71117680073536
0.0,-0.05,-0.12,0.0,0.0,-0.0022,-19.25,10.375,8.75,435.67863372326224
0.01,-0.01,-0.09,0.0022,-0.0033,-0.0011,-19.25,10.375,8.75,435.8399963266965
0.0,-0.04,-0.08,0.0,-0.0033,0.0011,-18.5625,9.5625,9.5625,435.7179631301028
0.0,-0.04,-0.14,0.0,0.0,0.0011,-18.5625,9.5625,9.5625,435.67320988700175
0.0,-0.03,-0.12,-0.0022,0.0011,-0.0011,-18.5625,9.5625,9.5625,435.7193169252424
0.0,-0.02,-0.11,-0.0011,0.0,0.0,-19.25,11.0625,9.25,435.7179631301028
0.01,-0.01,-0.12,0.0,0.0,0.0,-19.25,11.0625,9.25,435.60948653325335
0.0,-0.04,-0.13,0.0011,0.0011,-0.0011,-19.25,11.0625,9.25,435.8128767494868
-0.01,-0.05,-0.11,0.0022,0.0011,0.0011,-19.25,11.0625,9.25,435.7966050374022
0.0,-0.05,-0.13,0.0011,-0.0022,0.0011,-19.25,10.375,9.25,435.69355145722506
0.0,-0.05,-0.15,-0.0011,0.0011,0.0,-19.25,10.375,9.25,435.799312648509
0.01,-0.04,-0.1,0.0,-0.0033,-0.0011,-19.25,10.375,9.25,435.73829611043226
0.0,-0.02,-0.13,0.0,-0.0011,0.0011,-18.875,10.75,9.25,435.72609458178914
0.0,-0.03,-0.11,0.0011,0.0044,-0.0011,-18.875,10.75,9.25,435.67727993346483
0.0,-0.05,-0.13,-0.0033,-0.0022,0.0,-18.875,10.75,9.25,435.799312648509
0.0,-0.06,-0.12,0.0,-0.0033,0.0,-18.875,10.75,8.75,435.71253059498457
0.0,-0.05,-0.13,0.0,0.0,0.0,-18.875,10.75,8.75,435.7694855743264
0.01,-0.03,-0.1,-0.0011,-0.0011,0.0,-18.875,10.75,8.75,435.7043991540023
0.01,-0.04,-0.12,0.0011,0.0011,0.0011,-20.0625,10.0,10.0,435.82237076296116
0.0,-0.05,-0.1,0.0,0.0011,-0.0011,-20.0625,10.0,10.0,435.64880699820594
0.02,-0.05,-0.13,0.0,0.0011,0.0,-20.0625,10.0,10.0,435.7043991540023
0.0,-0.04,-0.14,0.0,0.0,-0.0022,-19.25,10.75,8.75,435.69219766546985
0.0,-0.05,-0.11,0.0011,-0.0011,0.0011,-19.25,10.75,8.75,435.68677382207665
0.01,-0.06,-0.11,0.0011,-0.0011,0.0,-19.25,10.75,8.75,435.7505063317203
0.0,-0.05,-0.12,0.0011,-0.0011,0.0022,-19.25,10.75,8.75,435.64202939246906
0.0,-0.05,-0.13,-0.0011,-0.0022,0.0011,-19.25,10.375,8.75,435.8752475445662
-0.01,-0.03,-0.13,0.0011,-0.0033,0.0,-19.25,10.375,8.75,435.8047452293556
0.01,-0.04,-0.12,0.0,-0.0011,0.0,-19.25,10.375,8.75,435.6691398421472
0.0,-0.04,-0.13,0.0011,-0.0022,-0.0011,-20.0625,10.375,10.0,435.5064261454071
0.0,-0.05,-0.15,0.0,0.0022,0.0,-20.0625,10.375,10.0,435.71660065696756
0.0,-0.04,-0.12,0.0011,0.0033,-0.0011,-20.0625,10.375,10.0,435.7179631301028
0.0,-0.04,-0.09,0.0,-0.0011,-0.0011,-19.6875,11.5,9.5625,435.6515145705007
0.0,-0.06,-0.13,-0.0022,0.0022,0.0,-19.6875,11.5,9.5625,435.6176178993859
0.0,-0.02,-0.14,0.0011,0.0,0.0,-19.6875,11.5,9.5625,435.76541549146657
0.01,-0.05,-0.11,0.0033,0.0,0.0,-19.25,10.75,8.0625,435.63659689736306
0.0,-0.04,-0.11,0.0,-0.0033,-0.0011,-19.25,10.75,8.0625,435.79389742700374
-0.01,-0.06,-0.11,-0.0011,-0.0022,-0.0011,-19.25,10.75,8.0625,435.8047452293556
0.0,-0.02,-0.14,-0.0011,0.0011,0.0,-18.25,10.375,10.375,435.6379593599222
0.0,-0.02,-0.11,0.0,-0.0011,0.0011,-18.25,10.375,10.375,435.85626810726546
0.0,-0.03,-0.11,0.0,-0.0022,-0.0022,-18.25,10.375,10.375,435.7491438542857
0.0,-0.03,-0.1,0.0011,-0.0022,0.0011,-19.25,11.0625,10.0,435.75999160955155
0.0,-0.06,-0.13,-0.0011,0.0055,0.0011,-19.25,11.0625,10.0,435.68677382207665
0.0,-0.06,-0.13,0.0011,0.0011,-0.0011,-19.25,11.0625,10.0,435.7477900552305
0.0,-0.05,-0.09,-0.0011,-0.0011,0.0011,-19.25,10.75,8.75,435.84270394920094
0.0,-0.03,-0.13,0.0,0.0,0.0,-19.25,10.75,8.75,435.8332185952755
-0.01,-0.03,-0.12,-0.0011,0.0022,0.0,-19.25,10.75,8.75,435.7559215304401
0.03,-0.05,-0.08,0.0,0.0011,0.0,-19.6875,10.375,8.75,435.610840314152
0.05,-0.05,-0.11,0.0,0.0033,-0.0011,-19.6875,10.375,8.75,435.8454202506997
0.02,-0.02,-0.12,0.0011,0.0,-0.0011,-19.6875,10.375,8.75,435.7342260398851
-0.01,-0.02,-0.12,-0.0011,0.0,0.0011,-19.25,10.75,8.375,435.70982300666816
-0.01,-0.06,-0.11,0.0,-0.0022,0.0,-19.25,10.75,8.375,435.8264408683064
0.0,-0.03,-0.14,0.0,0.0,0.0,-19.25,10.75,8.375,435.77626326385104
0.03,-0.04,-0.11,-0.0011,0.0055,0.0,-19.25,10.75,8.375,435.7193169252424
0.01,-0.02,-0.09,0.0,0.0011,0.0022,-19.6875,10.75,9.25,435.73829611043226
0.0,-0.06,-0.12,-0.0011,0.0011,0.0,-19.6875,10.75,9.25,435.75728400877
0.0,-0.02,-0.14,0.0022,0.0022,0.0,-19.6875,10.75,9.25,435.6637246890131
0.02,-0.04,-0.11,0.0,0.0033,0.0022,-20.0625,10.375,8.75,435.74643625635235
0.0,-0.03,-0.12,0.0011,-0.0044,0.0011,-20.0625,10.375,8.75,435.7491438542857
0.01,-0.05,-0.11,0.0,0.0,0.0011,-20.0625,10.375,8.75,435.8332185952755
0.01,-0.04,-0.09,-0.0011,0.0,0.0,-20.0625,10.375,8.75,435.7071154190601
0.03,-0.04,-0.13,0.0022,0.0033,0.0,-18.875,9.5625,8.75,435.8250783808367
-0.01,-0.03,-0.13,-0.0011,0.0,0.0011,-18.875,9.5625,8.75,435.7681317726001
-0.02,-0.05,-0.13,0.0011,0.0,0.0,-18.875,9.5625,8.75,435.7708393762298
-0.01,-0.03,-0.1,0.0022,0.0,0.0,-18.875,10.75,8.0625,435.7966050374022
0.0,-0.02,-0.12,-0.0033,0.0,0.0,-18.875,10.75,8.0625,435.6338893289839
0.0,-0.03,-0.12,-0.0011,0.0,0.0011,-18.875,10.75,8.0625,435.75456773049456
-0.01,-0.02,-0.13,0.0,-0.0055,-0.0011,-18.875,10.75,8.0625,435.65829218247507
0.02,-0.05,-0.14,0.0,0.0011,0.0,-19.25,10.0,8.0625,435.68270377186514
-0.02,-0.08,-0.13,0.0011,-0.0011,0.0,-19.25,10.0,8.0625,435.7369423128036
0.01,-0.01,-0.14,0.0011,0.0022,0.0011,-19.25,10.0,8.0625,435.68677382207665
0.01,-0.02,-0.11,0.0022,-0.0011,0.0,-18.5625,10.0,8.75,435.71253059498457
0.01,-0.04,-0.12,-0.0022,0.0,0.0022,-18.5625,10.0,8.75,435.8169468510836
0.0,-0.06,-0.11,-0.0022,0.0,0.0,-18.5625,10.0,8.75,435.65829218247507
0.0,-0.05,-0.17,-0.0011,0.0033,0.0,-18.5625,10.0,8.75,435.59320646409776
0.03,-0.06,-0.1,-0.0011,0.0011,0.0011,-18.875,9.5625,8.375,435.7559215304401
0.0,-0.05,-0.14,-0.0011,0.0011,0.0,-18.875,9.5625,8.375,435.8128767494868
-0.01,-0.03,-0.12,-0.0011,-0.0033,0.0022,-18.875,9.5625,8.375,435.86846978996624
0.01,-0.04,-0.09,0.0,0.0,0.0,-18.25,10.75,8.75,435.6474445342104
0.01,-0.04,-0.12,-0.0022,0.0011,0.0011,-18.25,10.75,8.75,435.6528770350324
0.0,-0.04,-0.13,0.0,0.0022,-0.0011,-18.25,10.75,8.75,435.64202939246906
-0.01,-0.04,-0.12,-0.0011,-0.0044,0.0,-18.25,10.75,8.75,435.7803333509954
-0.02,-0.02,-0.13,-0.0011,-0.0044,0.0022,-19.6875,10.375,8.375,435.80202893857563
0.0,-0.03,-0.1,0.0,0.0022,-0.0011,-19.6875,10.375,8.375,435.7247407857592
0.0,-0.05,-0.1,-0.0011,0.0044,0.0011,-19.6875,10.375,8.375,435.7491438542857
0.03,-0.05,-0.1,0.0011,-0.0011,0.0011,-19.25,10.0,8.375,435.8264408683064
0.0,-0.02,-0.15,-0.0011,0.0022,0.0,-19.25,10.0,8.375,435.6555846083996
0.0,-0.03,-0.12,-0.0022,0.0,-0.0011,-19.25,10.0,8.375,435.7193169252424
0.03,-0.01,-0.13,0.0,-0.0022,0.0033,-19.25,10.0,8.375,435.76270788925854
0.0,-0.03,-0.14,0.0,0.0033,0.0,-18.5625,10.0,8.375,435.7952512321144
-0.01,-0.05,-0.14,-0.0011,0.0022,0.0,-18.5625,10.0,8.375,435.6691398421472
0.0,-0.05,-0.14,0.0,0.0044,-0.0011,-18.5625,10.0,8.375,435.8386425157075
0.04,-0.01,-0.14,-0.0022,0.0055,0.0,-18.5625,10.0,10.0,435.7179631301028
0.01,-0.02,-0.1,-0.0011,0.0011,-0.0011,-18.5625,10.0,10.0,435.7152468621871
-0.01,-0.04,-0.11,0.0,-0.0033,0.0011,-18.5625,10.0,10.0,435.7084692127731
-0.04,-0.06,-0.15,-0.0011,0.0,0.0,-18.5625,10.0,10.0,435.65829218247507
0.02,-0.05,-0.11,0.0011,0.0044,0.0,-19.25,10.375,8.75,435.80202893857563
0.06,-0.04,-0.1,-0.0022,0.0011,-0.0011,-19.25,10.375,8.75,435.8047452293556
0.0,-0.03,-0.13,0.0011,0.0,0.0011,-19.25,10.375,8.75,435.6352431130849
-0.04,-0.03,-0.1,0.0,0.0022,0.0011,-19.25,10.75,9.25,435.6705023090106
-0.01,-0.04,-0.14,-0.0011,0.0033,-0.0011,-19.25,10.75,9.25,435.74236618258806
0.04,-0.05,-0.14,0.0011,0.0,0.0011,-19.25,10.75,9.25,435.6447369629831
0.02,-0.05,-0.1,-0.0011,-0.0044,0.0,-19.25,10.75,9.25,435.75456773049456
-0.02,-0.01,-0.11,-0.0011,-0.0033,-0.0011,-19.25,10.375,8.0625,435.7586378090698
0.0,-0.03,-0.11,0.0,0.0,-0.0011,-19.25,10.375,8.0625,435.62711173305576
0.01,-0.04,-0.13,-0.0011,0.0055,0.0011,-19.25,10.375,8.0625,435.7369423128036
0.0,-0.07,-0.14,0.0011,0.0011,0.0011,-19.6875,10.375,9.25,435.7789795478426
-0.01,-0.09,-0.15,0.0011,-0.0055,0.0022,-19.6875,10.375,9.25,435.6677860535993
-0.03,-0.06,-0.12,0.0,-0.0055,0.0011,-19.6875,10.375,9.25,435.7138930675837
0.0,-0.04,-0.12,0.0022,-0.0022,0.0011,-19.6875,10.375,9.25,435.65829218247507
0.0,-0.02,-0.12,-0.0011,0.0044,-0.0011,-18.25,10.75,9.5625,435.8047452293556
0.0,-0.04,-0.12,0.0011,0.0,0.0,-18.25,10.75,9.5625,435.7233783117286
0.0,-0.06,-0.12,0.0011,-0.0033,0.0011,-18.25,10.75,9.5625,435.7708393762298
-0.02,-0.04,-0.12,0.0,-0.0044,0.0011,-20.0625,11.0625,8.75,435.79118113907685
0.02,-0.05,-0.1,0.0,-0.0022,0.0,-20.0625,11.0625,8.75,435.8793176707834
0.04,-0.02,-0.11,0.0011,-0.0055,0.0,-20.0625,11.0625,8.75,435.64338317763753
0.01,-0.04,-0.16,0.0022,-0.0011,0.0,-20.0625,11.0625,8.75,435.73287224278766
-0.03,-0.07,-0.1,0.0011,-0.0033,0.0,-20.0625,10.375,8.75,435.7193169252424
0.03,-0.04,-0.12,0.0033,0.0011,-0.0011,-20.0625,10.375,8.75,435.78846485187313
0.05,-0.03,-0.13,-0.0022,0.0033,0.0,-20.0625,10.375,8.75,435.7477900552305
-0.01,-0.03,-0.11,0.0011,-0.0022,0.0,-18.5625,10.375,8.75,435.7233783117286
-0.01,-0.05,-0.12,0.0022,-0.0033,0.0,-18.5625,10.375,8.75,435.7559215304401
0.0,-0.05,-0.13,0.0,0.0022,0.0,-18.5625,10.375,8.75,435.74236618258806
0.02,-0.01,-0.1,-0.0044,0.0033,0.0011,-18.5625,10.375,8.75,435.84813655291174
0.01,-0.02,-0.09,-0.0022,0.0022,0.0011,-18.875,10.375,9.5625,435.5877913508481
-0.02,-0.05,-0.17,0.0011,-0.0055,0.0011,-18.875,10.375,9.5625,435.6528770350324
0.0,-0.03,-0.1,0.0022,-0.0055,0.0022,-18.875,10.375,9.5625,435.64609074851063
0.0,-0.03,-0.11,0.0011,-0.0011,-0.0011,-19.25,10.375,8.75,435.5850751172236
0.02,-0.02,-0.11,-0.0011,0.0,0.0011,-19.25,10.375,8.75,435.6705023090106
-0.01,-0.06,-0.13,-0.0011,-0.0044,-0.0011,-19.25,10.375,8.75,435.81965446753264
-0.03,-0.07,-0.11,0.0,-0.0033,0.0,-19.25,10.375,8.75,435.7708393762298
-0.02,-0.06,-0.12,0.0,0.0,0.0022,-19.25,10.0,8.75,435.6176178993859
0.04,-0.01,-0.15,0.0022,0.0022,-0.0033,-19.25,10.0,8.75,435.7952512321144
0.02,-0.04,-0.14,0.0022,-0.0065,0.0011,-19.25,10.0,8.75,435.7206707205591
0.0,-0.05,-0.12,0.0011,-0.0022,-0.0011,-18.875,10.375,9.25,435.67592614384455
0.02,-0.04,-0.1,0.0011,0.0011,0.0011,-18.875,10.375,9.25,435.8033827447538
0.03,-0.03,-0.16,-0.0022,0.0065,0.0,-18.875,10.375,9.25,435.7220245160578
0.03,-0.03,-0.11,-0.0022,0.0022,-0.0011,-18.875,10.375,9.25,435.78846485187313
-0.02,-0.03,-0.09,0.0011,-0.0011,-0.0011,-19.25,10.75,8.375,435.7084692127731
0.0,-0.05,-0.11,0.0022,-0.0033,0.0011,-19.25,10.75,8.375,435.6840575623758
0.0,-0.04,-0.13,0.0,0.0011,-0.0011,-19.25,10.75,8.375,435.70168288965783
0.0,-0.03,-0.12,0.0,0.0022,-0.0011,-19.25,10.375,9.5625,435.68270377186514
0.0,-0.04,-0.11,-0.0011,0.0011,0.0011,-19.25,10.375,9.5625,435.7559215304401
