ax2,ay2,az2,gx2,gy2,gz2,mx2,my2,mz2,p2,optix,optiy,optiz
0.0,-0.05,-0.13,0.0011,0.0,-0.0022,-19.25,10.375,9.1875,435.78168715432537,3.3174397945404053,1.9982908964157104,0.9503301978111268
-0.01,-0.03,-0.1,0.0,0.0,0.0,-19.25,10.375,9.1875,435.75186013113466,3.3169491291046143,1.9995466470718384,0.9497463703155518
0.03,-0.04,-0.11,-0.0011,0.0,0.0,-19.25,10.375,9.1875,435.67863372326224,3.317387342453003,1.9964038133621216,0.949489414691925
0.03,-0.04,-0.14,0.0011,-0.0011,0.0,-19.6875,11.5,10.0,435.76135408842254,3.317064046859741,1.9959927797317505,0.949501097202301
0.02,-0.02,-0.11,0.0011,-0.0044,-0.0022,-19.6875,11.5,10.0,435.83185610690566,3.3169543743133545,1.995896339416504,0.949405312538147
-0.01,-0.04,-0.13,0.0022,-0.0044,-0.0011,-19.6875,11.5,10.0,435.7003290968303,3.31691837310791,1.9958540201187132,0.9493708610534668
0.0,-0.05,-0.11,0.0,-0.0011,-0.0022,-19.6875,11.5,10.0,435.6582921824751,3.316925287246704,1.9959264993667605,0.9494068622589112
0.0,-0.03,-0.13,-0.0011,0.0022,-0.0011,-18.5625,10.375,7.6875,435.6705023090106,3.316911458969116,1.995922565460205,0.9494589567184448
0.01,-0.03,-0.12,-0.0022,0.0055,-0.0011,-18.5625,10.375,7.6875,435.7586378090698,3.316826581954956,1.9958558082580569,0.9495323300361632
0.02,-0.05,-0.12,0.0011,-0.0044,-0.0022,-18.5625,10.375,7.6875,435.66643226522353,3.31699275970459,1.9961271286010744,0.949497938156128
-0.01,-0.03,-0.1,0.0,-0.0055,0.0011,-18.5625,10.375,7.6875,435.8060990358928,3.3169984817504883,1.996204853057861,0.9494981169700624
0.0,-0.03,-0.09,0.0011,-0.0033,-0.0011,-19.25,10.75,9.1875,435.9010134666597,3.316959381103516,1.9961665868759155,0.949597716331482
0.0,-0.03,-0.13,0.0,0.0,-0.0022,-19.25,10.75,9.1875,435.7694855743264,3.317039966583252,1.996346354484558,0.9495649337768556
0.01,-0.05,-0.14,0.0011,0.0011,0.0,-19.25,10.75,9.1875,435.6298192996542,3.3170483112335205,1.9964004755020144,0.949589729309082
0.0,-0.06,-0.1,0.0011,0.0,-0.0011,-19.25,10.75,9.1875,435.7233783117286,3.3170084953308105,1.996325254440308,0.9496538043022156
-0.01,-0.05,-0.12,0.0022,-0.0044,-0.0022,-19.25,9.5625,9.5625,435.6894814043425,3.3168187141418457,1.9961003065109253,0.9497500061988832
-0.04,-0.03,-0.09,0.0011,-0.0044,-0.0011,-19.25,9.5625,9.5625,435.79118113907685,3.316810846328736,1.996095895767212,0.9497509002685548
0.0,-0.01,-0.2,0.0011,-0.0011,-0.0011,-19.25,9.5625,9.5625,435.7681317726001,3.31704044342041,1.9964282512664795,0.9497623443603516
0.01,-0.05,-0.13,0.0,0.0033,-0.0011,-19.25,9.5625,9.5625,435.7559215304401,3.31707501411438,1.9965436458587649,0.9497655630111694
0.02,-0.04,-0.1,0.0,0.0022,-0.0022,-18.875,10.375,8.375,435.7369423128036,3.3170454502105717,1.9965258836746216,0.9498037099838256
0.0,-0.04,-0.15,0.0011,-0.0044,0.0011,-18.875,10.375,8.375,435.7206707205591,3.31679368019104,1.9961280822753904,0.9499524235725404
0.0,-0.05,-0.18,0.0,-0.0055,-0.0033,-18.875,10.375,8.375,435.84949036514536,3.316892623901367,1.996288537979126,0.9500027298927308
0.0,-0.05,-0.1,0.0011,-0.0076,0.0,-18.875,10.375,8.375,435.76135408842254,3.3169257640838623,1.9963408708572388,0.9500747919082642
0.0,-0.02,-0.09,-0.0022,-0.0044,0.0022,-18.875,10.375,8.375,435.7505063317203,3.3169362545013428,1.9963454008102417,0.95009183883667
0.02,-0.03,-0.09,-0.0011,0.0011,-0.0011,-19.6875,10.0,8.75,435.79118113907685,3.316950798034668,1.9963325262069704,0.9501446485519408
0.0,-0.04,-0.15,0.0011,0.0011,0.0,-19.6875,10.0,8.75,435.80745284260223,3.316941261291504,1.99627423286438,0.9502124190330504
-0.02,-0.05,-0.13,-0.0011,-0.0011,0.0011,-19.6875,10.0,8.75,435.7640616902716,3.316949844360352,1.9962620735168457,0.9502602219581604
0.0,-0.06,-0.1,0.0,-0.0011,0.0011,-19.6875,10.0,8.75,435.7640616902716,3.3169517517089844,1.9962104558944704,0.9503065347671508
-0.02,-0.04,-0.11,-0.0011,-0.0033,-0.0011,-19.6875,10.75,9.1875,435.7043991540023,3.316941022872925,1.996146321296692,0.9503280520439148
0.02,-0.03,-0.15,0.0,-0.0011,-0.0044,-19.6875,10.75,9.1875,435.77626326385104,3.3169846534729004,1.9961885213851929,0.9503107070922852
0.03,-0.02,-0.1,0.0011,-0.0033,-0.0011,-19.6875,10.75,9.1875,435.7477900552305,3.3169925212860107,1.9961639642715452,0.9503785371780396
0.0,-0.05,-0.09,0.0011,-0.0011,0.0,-19.6875,10.75,9.1875,435.81965446753264,3.3169915676116943,1.9960993528366089,0.9503899216651917
-0.02,-0.03,-0.11,0.0011,-0.0011,-0.0022,-18.5625,10.75,8.75,435.753213930726,3.317054510116577,1.9961472749710083,0.9504055380821228
-0.01,-0.06,-0.07,0.0011,0.0011,0.0,-18.5625,10.75,8.75,435.8115229420592,3.3170506954193115,1.9961004257202148,0.950421929359436
0.04,-0.05,-0.13,0.0,0.0033,0.0,-18.5625,10.75,8.75,435.6962677194297,3.317090511322021,1.996111869812012,0.950450599193573
0.05,-0.03,-0.1,0.0,-0.0011,0.0,-18.5625,10.75,8.75,435.7681317726001,3.317129135131836,1.9961222410202024,0.9504593014717102
0.0,-0.04,-0.13,0.0,0.0022,-0.0011,-18.5625,10.75,8.75,435.78168715432537,3.317103862762451,1.995986819267273,0.9504402875900269
0.0,-0.04,-0.09,0.0,-0.0011,0.0,-19.25,10.0,9.5625,435.7084692127731,3.317161321640014,1.996005177497864,0.9504584670066832
-0.04,-0.04,-0.15,0.0011,0.0,0.0,-19.25,10.0,9.5625,435.8359262159993,3.3172318935394287,1.9960381984710691,0.95047926902771
0.01,-0.03,-0.12,0.0,0.0044,0.0011,-19.25,10.0,9.5625,435.7599916095516,3.31725549697876,1.995986104011536,0.9504864811897278
0.02,-0.04,-0.11,-0.0022,0.0033,0.0011,-19.25,10.0,9.5625,435.7477900552305,3.317301988601685,1.9959688186645508,0.9504919648170472
0.0,-0.04,-0.11,-0.0011,0.0011,0.0022,-19.25,10.375,9.1875,435.7288108525629,3.317332983016968,1.995906472206116,0.9505111575126648
0.0,-0.06,-0.12,-0.0011,0.0011,0.0022,-19.25,10.375,9.1875,435.86983228317166,3.317410469055176,1.9959152936935425,0.950455904006958
-0.01,-0.05,-0.16,0.0,-0.0011,0.0011,-19.25,10.375,9.1875,435.7138930675837,3.317409038543701,1.9958271980285645,0.9505162239074708
0.0,-0.02,-0.11,0.0,-0.0011,0.0011,-19.25,10.375,9.1875,435.66643226522353,3.3174526691436768,1.9957680702209477,0.950526773929596
0.02,-0.03,-0.11,-0.0011,-0.0011,0.0011,-18.5625,10.0,8.75,435.8345724055464,3.3175995349884038,1.9958945512771609,0.9505143761634828
0.02,-0.03,-0.11,-0.0011,-0.0011,0.0011,-18.5625,10.0,8.75,435.7206707205591,3.31763243675232,1.9958323240280151,0.9505427479743958
0.02,-0.06,-0.12,-0.0011,0.0,0.0011,-18.5625,10.0,8.75,435.7979588428671,3.3177223205566406,1.9958574771881104,0.950528621673584
0.01,-0.04,-0.12,0.0,0.0011,-0.0022,-18.5625,10.0,8.75,435.75186013113466,3.317737102508545,1.995756149291992,0.9505183696746826
-0.03,-0.04,-0.08,-0.0011,0.0,0.0,-19.25,10.375,10.0,435.7844034397484,3.317741870880127,1.9956591129302976,0.9505264163017272
-0.02,-0.05,-0.1,-0.0011,0.0,0.0,-19.25,10.375,10.0,435.84677406257424,3.3176381587982178,1.9953291416168213,0.9505791068077089
0.03,-0.02,-0.13,0.0011,-0.0022,0.0,-19.25,10.375,10.0,435.6976215117162,3.317820310592652,1.9955601692199707,0.9504840970039368
0.02,-0.02,-0.1,0.0,-0.0022,0.0,-19.25,10.375,10.0,435.9457676986214,3.31774640083313,1.995264768600464,0.9505626559257508
0.01,-0.02,-0.13,0.0,0.0022,0.0011,-20.375,10.0,8.75,435.6149016579056,3.3177764415740967,1.995239853858948,0.9505579471588136
0.0,-0.06,-0.1,0.0,0.0022,0.0011,-20.375,10.0,8.75,435.7694855743264,3.317700147628784,1.9949545860290527,0.950710654258728
0.02,-0.04,-0.14,0.0,0.0,0.0,-20.375,10.0,8.75,435.77220185653226,3.317681074142456,1.9948749542236328,0.9506946206092834
0.02,-0.01,-0.12,0.0011,0.0022,-0.0011,-20.375,10.0,8.75,435.76676929283377,3.317833423614502,1.995025396347046,0.9506514072418212
0.03,-0.02,-0.11,0.0,0.0055,0.0022,-20.375,10.0,8.75,435.7491438542857,3.3178482055664062,1.9949870109558103,0.9506508708000184
0.0,-0.03,-0.1,0.0,0.0,0.0,-18.875,10.75,9.1875,435.75456773049456,3.317852258682251,1.9949109554290767,0.9506192803382874
0.0,-0.04,-0.15,0.0,-0.0011,0.0022,-18.875,10.75,9.1875,435.7396585864354,3.317819356918335,1.994817137718201,0.9506049752235411
-0.01,-0.03,-0.13,0.0011,-0.0033,0.0011,-18.875,10.75,9.1875,435.67185609791767,3.3178231716156006,1.9947870969772337,0.9505891799926758
0.02,-0.02,-0.09,-0.0011,0.0022,-0.0022,-19.6875,10.75,9.5625,435.8006751325746,3.317805767059326,1.994706988334656,0.9505611658096312
0.01,-0.05,-0.13,-0.0011,0.0022,-0.0022,-19.6875,10.75,9.5625,435.8359262159993,3.3178179264068604,1.994714856147766,0.9505520462989808
0.0,-0.03,-0.14,0.0011,0.0044,-0.0011,-19.6875,10.75,9.5625,435.8033827447538,3.3178420066833496,1.9947304725646973,0.9505298733711244
-0.02,-0.04,-0.1,0.0033,-0.0011,0.0022,-19.6875,10.75,9.5625,435.8847416154716,3.3178465366363525,1.9947141408920288,0.9505153894424438
0.0,-0.04,-0.09,0.0,0.0044,-0.0011,-18.875,10.375,8.0625,435.7491438542857,3.3178024291992188,1.9946430921554563,0.9505048394203186
0.04,-0.05,-0.13,0.0,0.0044,-0.0011,-18.875,10.375,8.0625,435.7410123844232,3.317786931991577,1.994638442993164,0.950510025024414
0.02,-0.02,-0.13,-0.0011,0.0055,0.0,-18.875,10.375,8.0625,435.77220185653226,3.317715644836426,1.9945305585861208,0.9504814743995668
0.0,-0.04,-0.11,0.0011,-0.0011,0.0022,-18.875,10.375,8.0625,435.60541651355527,3.3178274631500244,1.994795680046081,0.9502983689308168
0.01,-0.02,-0.11,0.0,-0.0033,0.0022,-19.25,10.375,9.1875,435.6501607842648,3.3178672790527344,1.9948315620422363,0.950309693813324
0.0,-0.04,-0.12,0.0,0.0,0.0011,-19.25,10.375,9.1875,435.7586378090698,3.317824125289917,1.994779109954834,0.9502922296524048
0.02,-0.04,-0.11,0.0,0.0011,-0.0022,-19.25,10.375,9.1875,435.7599916095516,3.317821264266968,1.9948046207427976,0.9502846002578736
0.0,-0.03,-0.11,0.0,0.0011,0.0011,-19.25,10.375,9.1875,435.6881276131186,3.317763566970825,1.9947271347045896,0.9502744674682616
-0.01,-0.07,-0.11,0.0,-0.0011,0.0011,-19.6875,9.5625,10.375,435.7871110476528,3.3177249431610107,1.994693398475647,0.9502921104431152
0.0,-0.04,-0.12,0.0022,-0.0033,-0.0011,-19.6875,9.5625,10.375,435.7233783117286,3.3176848888397217,1.9946554899215696,0.9502961039543152
0.01,-0.03,-0.12,0.0,-0.0011,0.0011,-19.6875,9.5625,10.375,435.8006751325746,3.3175439834594727,1.994417667388916,0.9502198696136476
0.01,-0.01,-0.12,0.0011,-0.0011,0.0,-19.25,10.75,8.0625,435.8169468510836,3.3174965381622314,1.99433171749115,0.9502324461936952
0.01,-0.04,-0.14,0.0011,-0.0033,0.0022,-19.25,10.75,8.0625,435.6705023090106,3.3174872398376465,1.9943251609802248,0.9502159357070924
0.0,-0.06,-0.12,0.0,0.0011,0.0,-19.25,10.75,8.0625,435.6989753041847,3.317479133605957,1.9942880868911743,0.9502047896385192
0.0,-0.04,-0.12,0.0,-0.0022,0.0011,-19.25,10.75,8.0625,435.7898273345024,3.3174943923950195,1.9943485260009768,0.950237512588501
0.02,-0.02,-0.11,0.0,0.0011,0.0,-19.25,11.0625,8.75,435.79118113907685,3.3175203800201416,1.9943405389785769,0.9502215385437012
0.02,-0.03,-0.11,-0.0022,0.0011,0.0022,-19.25,11.0625,8.75,435.82914848724937,3.317509174346924,1.9943393468856807,0.9502488374710084
0.0,-0.04,-0.14,0.0011,0.0033,-0.0011,-19.25,11.0625,8.75,435.8142305570866,3.317514657974243,1.994301199913025,0.9502223134040833
0.03,-0.05,-0.13,0.0011,-0.0044,0.0011,-19.25,10.0,9.1875,435.5945689209261,3.3175339698791504,1.9943413734436035,0.9502012729644777
0.01,-0.04,-0.13,0.0,-0.0044,0.0022,-19.25,10.0,9.1875,435.6705023090106,3.317492723464966,1.9942445755004885,0.950214982032776
0.0,-0.02,-0.12,0.0011,-0.0022,0.0011,-19.25,10.0,9.1875,435.79253494383335,3.317540645599365,1.9943264722824097,0.950253129005432
-0.01,-0.02,-0.11,0.0,-0.0022,-0.0011,-19.25,10.0,9.1875,435.6799875132367,3.317614316940308,1.994410872459412,0.9503164887428284
0.02,-0.04,-0.09,0.0,0.0011,0.0,-18.875,10.75,8.375,435.6406669293688,3.317725419998169,1.9945764541625977,0.9503664970397948
0.0,-0.03,-0.13,-0.0022,0.0022,0.0011,-18.875,10.75,8.375,435.6908351957386,3.31770658493042,1.9945076704025269,0.9503419995307922
0.0,-0.05,-0.12,0.0,-0.0033,0.0022,-18.875,10.75,8.375,435.7776170666448,3.3176937103271484,1.99447762966156,0.9503638744354248
0.0,-0.06,-0.1,0.0,-0.0011,0.0011,-19.25,10.375,8.375,435.6894814043425,3.3176610469818115,1.994412422180176,0.9503857493400574
0.01,-0.02,-0.11,-0.0011,0.0011,0.0,-19.25,10.375,8.375,435.75456773049456,3.317736387252808,1.994504690170288,0.9503913521766664
0.0,-0.05,-0.12,0.0,0.0011,0.0,-19.25,10.375,8.375,435.6596546479021,3.317756175994873,1.9944632053375244,0.9504199624061584
0.01,-0.04,-0.12,-0.0011,0.0011,0.0011,-18.875,10.0,8.375,435.8088066494937,3.317772626876831,1.994497537612915,0.9504349827766418
0.0,-0.04,-0.12,0.0011,0.0011,0.0011,-18.875,10.0,8.375,435.8264408683064,3.31777286529541,1.9944435358047483,0.9504214525222778
-0.01,-0.04,-0.12,0.0011,-0.0033,0.0,-18.875,10.0,8.375,435.5999927158166,3.3178012371063232,1.9944632053375244,0.9504414200782776
0.03,-0.04,-0.12,0.0,-0.0033,0.0011,-18.5625,11.0625,8.75,435.8345724055464,3.317655563354492,1.994182109832764,0.9506513476371764
-0.01,-0.05,-0.12,0.0,-0.0033,0.0,-18.5625,11.0625,8.75,435.5525324377829,3.317657232284546,1.9941370487213133,0.9506708979606628
-0.01,-0.03,-0.18,0.0011,-0.0044,0.0011,-18.5625,11.0625,8.75,435.74236618258806,3.3176589012146,1.994057297706604,0.9506608247756958
0.0,-0.05,-0.11,0.0,0.0022,0.0011,-18.5625,11.0625,8.75,435.7410123844232,3.3176958560943604,1.9941052198410036,0.9506866335868835
0.01,-0.03,-0.11,0.0,0.0011,0.0,-18.875,10.75,9.5625,435.76135408842254,3.3177452087402344,1.994113802909851,0.9506691694259644
0.01,-0.05,-0.1,0.0044,-0.0033,0.0,-18.875,10.75,9.5625,435.80745284260223,3.31779146194458,1.99416983127594,0.9506796598434448
0.0,-0.04,-0.13,0.0011,0.0,0.0,-18.875,10.75,9.5625,435.72744837799615,3.3177595138549805,1.9940927028656008,0.9507075548171996
-0.01,-0.03,-0.1,-0.0022,0.0022,-0.0011,-19.6875,10.375,9.1875,435.7152468621871,3.3177685737609863,1.9940884113311768,0.9507067203521729
0.01,-0.04,-0.1,-0.0011,0.0011,0.0022,-19.6875,10.375,9.1875,435.82914848724937,3.317772388458252,1.994086980819702,0.9507575035095216
0.02,-0.05,-0.11,0.0011,-0.0011,-0.0011,-19.6875,10.375,9.1875,435.7979588428671,3.3178389072418213,1.99415922164917,0.9507513642311096
-0.02,-0.05,-0.11,-0.0011,-0.0011,0.0,-18.875,10.375,9.1875,435.6474445342104,3.317826747894287,1.994135499000549,0.9507624506950378
0.0,-0.07,-0.11,0.0011,0.0011,-0.0011,-18.875,10.375,9.1875,435.6135478764757,3.31781268119812,1.9940670728683472,0.9507771134376526
0.02,-0.02,-0.13,0.0011,0.0022,-0.0011,-18.875,10.375,9.1875,435.66643226522353,3.3178460597991943,1.994104266166687,0.9508281946182252
0.01,-0.04,-0.15,0.0011,0.0,0.0,-18.875,10.375,9.1875,435.69219766546985,3.3176159858703613,1.9936177730560305,0.9510686993598938
0.0,-0.01,-0.11,0.0011,0.0,0.0011,-19.6875,11.5,9.5625,435.7803333509954,3.317634344100952,1.993581771850586,0.9510838985443116
0.0,-0.04,-0.12,0.0,-0.0022,0.0,-19.6875,11.5,9.5625,435.75456773049456,3.317854642868042,1.994083046913147,0.9508256912231444
0.02,-0.05,-0.12,0.0,0.0011,0.0011,-19.6875,11.5,9.5625,435.8847416154716,3.317656993865967,1.9936085939407349,0.951104998588562
0.02,-0.02,-0.11,0.0,0.0,0.0,-20.0625,10.375,8.75,435.6908351957386,3.3179240226745605,1.9940954446792605,0.9508612155914308
0.0,-0.05,-0.13,-0.0011,-0.0022,0.0022,-20.0625,10.375,8.75,435.745073779454,3.317689657211304,1.9935628175735476,0.95112943649292
0.01,-0.05,-0.13,0.0,-0.0011,0.0011,-20.0625,10.375,8.75,435.6962677194297,3.317903518676758,1.9940048456192017,0.9508987069129944
0.01,-0.01,-0.11,-0.0011,0.0033,0.0,-19.25,10.0,9.5625,435.7220245160578,3.317885637283325,1.9939711093902588,0.9509496092796326
0.03,-0.05,-0.13,-0.0011,0.0011,0.0011,-19.25,10.0,9.5625,435.7979588428671,3.318126678466797,1.9943435192108157,0.9507599472999572
0.01,-0.04,-0.11,0.0011,-0.0033,-0.0011,-19.25,10.0,9.5625,435.7043991540023,3.317993402481079,1.9940285682678225,0.9509676098823548
0.0,-0.06,-0.1,0.0,-0.0011,0.0011,-19.25,10.0,9.5625,435.8088066494937,3.3178629875183105,1.9937225580215452,0.9511163234710692
0.0,-0.05,-0.12,0.0011,-0.0011,-0.0011,-19.25,11.0625,9.1875,435.6745723544063,3.317880868911743,1.9936777353286743,0.9511233568191528
0.0,-0.04,-0.13,0.0,0.0011,0.0,-19.25,11.0625,9.1875,435.76541549146657,3.317880868911743,1.9936442375183103,0.951123595237732
0.02,-0.03,-0.15,0.0011,0.0033,0.0,-19.25,11.0625,9.1875,435.64880699820594,3.31791615486145,1.9936668872833248,0.9511361122131348
-0.02,-0.04,-0.09,0.0011,0.0,-0.0022,-19.6875,10.375,8.375,435.77220185653226,3.317933797836304,1.993668913841248,0.9511643052101136
-0.01,-0.03,-0.15,0.0,0.0011,0.0011,-19.6875,10.375,8.375,435.86576216069307,3.3179612159729004,1.9936786890029907,0.9511899948120116
0.0,-0.04,-0.14,-0.0011,0.0055,0.0,-19.6875,10.375,8.375,435.8562681072655,3.3179736137390137,1.9936394691467283,0.9512048959732056
0.0,-0.05,-0.09,0.0,0.0011,-0.0011,-19.6875,10.375,8.375,435.70304536082057,3.3179831504821777,1.9936668872833248,0.9512614607810974
-0.01,-0.05,-0.13,0.0011,-0.0044,0.0,-18.875,10.375,9.1875,435.6840575623758,3.3179867267608643,1.9936070442199707,0.9512889981269836
0.0,-0.04,-0.11,0.0011,0.0011,0.0,-18.875,10.375,9.1875,435.66100843538254,3.3180184364318848,1.993658423423767,0.9512746334075928
0.0,-0.07,-0.13,0.0,0.0044,0.0,-18.875,10.375,9.1875,435.7342260398851,3.318055868148804,1.9936758279800413,0.951298713684082
0.02,-0.02,-0.12,0.0011,0.0033,-0.0011,-18.875,10.375,9.1875,435.74236618258806,3.318023920059204,1.9936041831970213,0.951336145401001
0.02,-0.03,-0.09,-0.0011,0.0033,0.0,-18.875,10.375,8.75,435.6555846083996,3.318039894104004,1.9935885667800903,0.9513627886772156
0.0,-0.03,-0.16,0.0,-0.0022,-0.0011,-18.875,10.375,8.75,435.76676929283377,3.318061828613281,1.9936323165893557,0.9513753652572632
0.0,-0.03,-0.14,-0.0022,0.0011,0.0,-18.875,10.375,8.75,435.71253059498457,3.3180625438690186,1.9936394691467283,0.9514115452766418
-0.03,-0.04,-0.15,-0.0011,0.0022,-0.0022,-18.875,10.375,8.75,435.69219766546985,3.3180718421936035,1.993641018867493,0.951416015625
0.04,-0.05,-0.12,0.0011,0.0022,0.0011,-20.375,10.375,8.375,435.7193169252424,3.318073511123657,1.99359130859375,0.9514206051826476
0.02,-0.01,-0.13,0.0,0.0,0.0011,-20.375,10.375,8.375,435.6949052491623,3.317863702774048,1.9932235479354856,0.9515050053596495
0.0,-0.04,-0.13,0.0011,0.0011,0.0,-20.375,10.375,8.375,435.8955895134122,3.317859411239624,1.993213653564453,0.951549232006073
0.0,-0.02,-0.13,0.0,0.0011,0.0,-19.6875,10.375,10.0,435.77626326385104,3.3178627490997314,1.993171215057373,0.9515369534492492
0.01,-0.06,-0.12,0.0,0.0022,0.0022,-19.6875,10.375,10.0,435.74236618258806,3.317875385284424,1.9931764602661133,0.9515786170959472
0.0,-0.04,-0.13,0.0,0.0011,-0.0022,-19.6875,10.375,10.0,435.8643996680288,3.317951202392578,1.9931765794754028,0.9515706300735474
0.0,-0.06,-0.13,0.0,0.0,0.0022,-19.6875,10.375,10.0,435.7640616902716,3.317870855331421,1.9930508136749268,0.9516116976737976
0.0,-0.05,-0.1,0.0,0.0,0.0,-19.25,10.375,9.1875,435.5986389363445,3.317974090576172,1.993121027946472,0.9515971541404724
0.01,-0.02,-0.12,0.0011,0.0011,0.0,-19.25,10.375,9.1875,435.8142305570866,3.317993402481079,1.9930799007415767,0.951598823070526
0.0,-0.03,-0.13,-0.0011,0.0,0.0011,-19.25,10.375,9.1875,435.57829755338304,3.3180084228515625,1.993044137954712,0.9516130089759828
0.01,-0.02,-0.13,0.0,-0.0011,-0.0011,-19.25,10.375,9.1875,435.64202939246906,3.31799840927124,1.9929468631744385,0.9516227841377258
0.0,-0.03,-0.14,0.0011,-0.0044,0.0,-18.5625,10.375,9.1875,435.5891451288936,3.318040370941162,1.992967963218689,0.9516350626945496
0.0,-0.05,-0.12,0.0,-0.0022,0.0,-18.5625,10.375,9.1875,435.8915280590861,3.3180336952209477,1.992884874343872,0.9516587853431702
-0.02,-0.04,-0.13,0.0011,-0.0044,0.0,-18.5625,10.375,9.1875,435.74236618258806,3.318065881729126,1.992856860160828,0.9516394734382628
0.01,-0.02,-0.12,-0.0022,0.0011,0.0,-18.5625,10.375,9.1875,435.7830496360593,3.3180651664733887,1.992779016494751,0.9516434669494628
0.01,-0.01,-0.1,-0.0011,-0.0011,-0.0011,-18.5625,9.5625,10.0,435.7288108525629,3.318136692047119,1.99283230304718,0.9516378045082092
0.02,-0.03,-0.11,0.0,-0.0022,0.0,-18.5625,9.5625,10.0,435.9145777014382,3.3181169033050537,1.9927465915679927,0.9516484141349792
-0.01,-0.04,-0.14,0.0,0.0022,0.0,-18.5625,9.5625,10.0,435.7477900552305,3.318145275115967,1.9927525520324707,0.9516637325286864
0.0,-0.04,-0.13,-0.0011,-0.0011,-0.0011,-18.5625,9.5625,10.0,435.6596546479021,3.3181521892547607,1.9927583932876587,0.9516456723213196
0.0,-0.04,-0.11,0.0011,0.0011,0.0,-18.875,9.5625,9.5625,435.7979588428671,3.318171262741089,1.9927470684051516,0.9516376256942748
0.04,-0.02,-0.12,0.0022,-0.0011,-0.0022,-18.875,9.5625,9.5625,435.5430386727842,3.318190097808838,1.992744207382202,0.9516484141349792
0.0,-0.03,-0.12,0.0,-0.0033,0.0,-18.875,9.5625,9.5625,435.86576216069307,3.318204879760742,1.992726445198059,0.9516589045524596
-0.01,-0.06,-0.1,-0.0022,0.0,0.0011,-18.875,9.5625,9.5625,435.8332185952755,3.3182060718536377,1.9926730394363403,0.951639711856842
-0.02,-0.03,-0.13,-0.0011,0.0,0.0,-18.875,9.5625,9.5625,435.7193169252424,3.3182373046875,1.9926836490631104,0.951653242111206
0.01,-0.06,-0.11,0.0022,0.0022,-0.0011,-18.875,10.75,10.375,435.6243954890716,3.3182218074798584,1.9925920963287356,0.951650083065033
0.02,-0.04,-0.11,0.0,-0.0011,0.0,-18.875,10.75,10.375,435.70982300666816,3.3182764053344727,1.9926666021347048,0.9516247510910034
0.02,-0.02,-0.11,0.0,-0.0011,0.0033,-18.875,10.75,10.375,435.6474445342104,3.318309783935547,1.9926533699035645,0.9516279697418212
0.0,-0.03,-0.13,0.0011,-0.0022,0.0,-18.875,10.75,10.375,435.63253554506,3.3183414936065674,1.9926713705062864,0.9516125917434692
0.0,-0.05,-0.13,-0.0022,0.0,0.0011,-20.0625,11.0625,9.1875,435.7138930675837,3.31835412979126,1.992630124092102,0.9516145586967468
0.0,-0.04,-0.13,0.0,0.0011,0.0,-20.0625,11.0625,9.1875,435.7857572436096,3.318364143371582,1.9926223754882808,0.951611578464508
0.01,-0.03,-0.14,-0.0011,-0.0011,-0.0011,-20.0625,11.0625,9.1875,435.8142305570866,3.318401575088501,1.9926613569259644,0.9516528248786926
0.03,-0.04,-0.11,0.0011,0.0,0.0,-20.0625,11.0625,9.1875,435.8250783808367,3.3184311389923096,1.992626070976257,0.95162171125412
0.0,-0.05,-0.13,0.0011,0.0,0.0011,-18.875,10.75,8.75,435.8372887049004,3.3184561729431152,1.9926077127456665,0.9516473412513732
-0.02,-0.05,-0.09,0.0,0.0011,0.0,-18.875,10.75,8.75,435.753213930726,3.31848669052124,1.9926048517227173,0.9516347646713256
0.02,-0.04,-0.12,-0.0011,-0.0022,0.0011,-18.875,10.75,8.75,435.67592614384455,3.318516969680786,1.9925572872161863,0.9516521692276
0.0,-0.03,-0.11,0.0011,0.0011,-0.0011,-18.875,10.75,8.75,435.80745284260223,3.3185877799987797,1.9926129579544067,0.9516513347625732
0.02,-0.04,-0.13,0.0,-0.0022,0.0,-19.25,10.375,9.5625,435.51591987669,3.3186140060424805,1.9925830364227293,0.951693832874298
0.0,-0.07,-0.14,-0.0011,0.0,-0.0011,-19.25,10.375,9.5625,435.7559215304401,3.318650007247925,1.9925936460494995,0.9516884088516236
-0.01,-0.04,-0.16,0.0,0.0022,0.0,-19.25,10.375,9.5625,435.6121940952228,3.318653345108032,1.9925482273101809,0.951706051826477
0.01,-0.04,-0.1,0.0011,0.0022,-0.0011,-19.25,10.375,9.5625,435.72744837799615,3.3186964988708496,1.9925462007522583,0.9517294764518738
0.01,-0.03,-0.1,0.0,0.0033,-0.0011,-18.5625,10.375,9.5625,435.7694855743264,3.3186898231506348,1.9925317764282229,0.9517304301261902
0.03,-0.04,-0.11,0.0,-0.0022,0.0,-18.5625,10.375,9.5625,435.60812407445735,3.3187296390533447,1.9925732612609863,0.9517449736595154
0.0,-0.04,-0.11,0.0011,0.0,-0.0011,-18.5625,10.375,9.5625,435.8549142941415,3.31874680519104,1.9925719499588013,0.9517608880996704
0.0,-0.02,-0.14,0.0,0.0011,-0.0022,-18.5625,10.375,9.5625,435.7437199809349,3.318758964538574,1.992568135261536,0.9517688751220704
0.01,-0.05,-0.1,0.0011,0.0,0.0022,-18.5625,10.375,10.375,435.7071154190601,3.3187735080718994,1.9925456047058103,0.9517693519592284
